X,Monthly.hours.worked.in.all.jobs....Persons..,Monthly.hours.worked.in.all.jobs....Persons...1,Monthly.hours.worked.in.all.jobs......Males..,Monthly.hours.worked.in.all.jobs......Males...1,Monthly.hours.worked.in.all.jobs......Females..,Monthly.hours.worked.in.all.jobs......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.full.time.......Females...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.....Persons...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Males...1,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females..,X..Monthly.hours.worked.in.all.jobs..employed.part.time.......Females...1,Monthly.hours.worked.in.all.jobs......New.South.Wales..,Monthly.hours.worked.in.all.jobs......New.South.Wales...1,Monthly.hours.worked.in.all.jobs......Victoria..,Monthly.hours.worked.in.all.jobs......Victoria...1,Monthly.hours.worked.in.all.jobs......Queensland..,Monthly.hours.worked.in.all.jobs......Queensland...1,Monthly.hours.worked.in.all.jobs......South.Australia..,Monthly.hours.worked.in.all.jobs......South.Australia...1,Monthly.hours.worked.in.all.jobs......Western.Australia..,Monthly.hours.worked.in.all.jobs......Western.Australia...1,Monthly.hours.worked.in.all.jobs......Tasmania..,Monthly.hours.worked.in.all.jobs......Tasmania...1,Monthly.hours.worked.in.all.jobs......Northern.Territory..,Monthly.hours.worked.in.all.jobs......Australian.Capital.Territory..
Feb-97,1235738.9,1238370,794119.1,794329,441619.8,444041,1096616.6,1097564.9,758686.3,758735.4,337930.3,338829.5,139122.3,140805.2,35432.8,35593.7,103689.6,105211.5,416751.2,417440.7,308957.7,309148.6,227074,228749.1,93171.9,92642.7,126931.8,126641.9,27637.5,27964.6,13201.6,22288.8
Mar-97,1236734.8,1238336,794877.5,796573,441857.4,441762.9,1097132.1,1098692.6,759301.9,761197.4,337830.2,337495.2,139602.8,139643.3,35575.6,35375.6,104027.2,104267.7,416674.1,417951.2,308731.5,309055.5,227163.8,227309.6,93586.6,93962.9,126988,126821.4,27436.3,27447,13351,22356.8
Apr-97,1237001.7,1238085.1,795286.5,794961.6,441715.2,443123.5,1097087.2,1097841.8,759594.9,759215.2,337492.2,338626.6,139914.5,140243.3,35691.6,35746.4,104222.9,104496.9,416338.4,415123.8,308357.5,315486.6,227127.8,224075.4,93988.1,93070.9,126979.3,127562.9,27251.9,26878.5,13464.4,22389.4
May-97,1236585.2,1234747.7,795281.6,794617.3,441303.6,440130.4,1096459.9,1095168.6,759516.4,758724.9,336943.4,336443.7,140125.3,139579.1,35765.2,35892.5,104360.2,103686.7,415814,415943.4,308036.2,307688.7,227126.7,227149.6,94293.9,94348.4,127009.7,125976.8,27115.8,27616.1,13498.2,22388.2
Jun-97,1235941.1,1238320.6,795044.1,798370.7,440897,439950,1095597.2,1098404.7,759221.2,762549.6,336376,335855.1,140344,139915.9,35822.9,35821.1,104521,104094.9,415271.6,416616.9,307861.9,309525.2,227306.3,225766.8,94472,95808.6,127111.4,127460.6,27066.6,27133.8,13477.5,22386.9
Jul-97,1236043.4,1233598.6,795167.6,791515.6,440875.8,442083,1095335.7,1092091.6,759239.1,755577.3,336096.6,336514.2,140707.7,141507,35928.5,35938.2,104779.2,105568.8,415098.5,413985.4,307844.1,307529.3,227863,227675.3,94517.2,94973.2,127287.1,127318.9,27103.9,26381.6,13472.9,22412.5
Aug-97,1237479.4,1233568.3,796135.8,794203,441343.6,439365.2,1096220.7,1093056.5,760022.5,758221.2,336198.2,334835.3,141258.7,140511.7,36113.3,35981.8,105145.5,104529.9,415428.4,413129.6,308125.4,307034.6,228738.1,229870,94485.3,93422.3,127466.3,127202.2,27200.6,27226.3,13559.4,22474.3
Sep-97,1240089.2,1240876.2,797970.3,798253.1,442118.9,442623.1,1098170.3,1099608.5,761598.7,762655.7,336571.6,336952.8,141918.9,141267.7,36371.6,35597.3,105547.3,105670.4,416080.8,418011.9,308715.3,309848.4,229836.4,229172.2,94429.4,92504.4,127586.9,128437.6,27317.1,27251.7,13761.6,22575.4
Oct-97,1243171.5,1242449.1,800264.7,798848.3,442906.8,443600.8,1100629.8,1099319.2,763607,761886,337022.9,337433.2,142541.7,143129.9,36657.7,36962.3,105884,106167.7,416712.9,415308.3,309598.5,309070,230915,231516.1,94343,94729.2,127634,127519.4,27394.4,27717.6,14024.5,22692.1
Nov-97,1246011.8,1247829.6,802462.4,803597.8,443549.4,444231.8,1103033.1,1104988.6,765561.7,766827.4,337471.5,338161.3,142978.7,142841,36900.8,36770.5,106077.9,106070.5,417143.2,419412.1,310653.8,309420.5,231877.8,230950.3,94211.5,95944.2,127564,127271.2,27437.7,27429.4,14274,22793
Dec-97,1248052.1,1250766.3,804015.9,806682.3,444036.2,444084.1,1104847.5,1107023.7,766980.8,769169,337866.7,337854.8,143204.7,143742.6,37035.1,37513.3,106169.6,106229.3,417324.8,418208,311663.9,311876,232557.3,234072.4,94043.4,94032.6,127431.7,127667.5,27460.1,27390.5,14426,22859.1
Jan-98,1249202.1,1249516.1,804618.7,804923.6,444583.3,444592.5,1105863.7,1105768.7,767554.1,767780.5,338309.6,337988.2,143338.4,143747.4,37064.7,37143,106273.7,106604.3,417322.6,416877.8,312392.1,314538.5,232959.8,231463.4,93826,94097.3,127373.2,127542.6,27476.4,27475.5,14410.5,22894.7
Feb-98,1249713.3,1247100.5,804354.6,803618.5,445358.7,443482,1106216.1,1105035.2,767331.1,766693.4,338885,338341.8,143497.2,142065.3,37023.5,36925.1,106473.7,105140.2,417445.5,415174.4,312612.5,312108.6,233079.2,234608,93568.4,93140.7,127421.2,127391.2,27517.8,27376.8,14247.7,22915.7
Mar-98,1250093.9,1247143.2,803659.2,802309.8,446434.7,444833.4,1106313.3,1104453.8,766699.4,765687.7,339613.9,338766.1,143780.5,142689.4,36959.7,36622.2,106820.8,106067.3,418029.8,418028,312413.4,312665.2,232936.6,232440.3,93320.1,93127.7,127669.5,127121,27592.1,27404.8,14036.8,22930.8
Apr-98,1250477.2,1251253.3,802733.7,802284.3,447743.5,448969.1,1106239.8,1108621,765791.1,766732.9,340448.8,341888.1,144237.4,142632.4,36942.6,35551.4,107294.8,107080.9,418956.7,419802.5,312088,311884.3,232635.3,233257.3,93156.7,93693.2,128105,127657.4,27674.4,28041.8,13879,22933.9
May-98,1250833,1247806.8,801820.2,801449.2,449012.8,446357.6,1106048.7,1101564.1,764820.1,763748.6,341228.6,337815.5,144784.3,146242.7,37000.1,37700.6,107784.1,108542.1,420033.3,419234.4,311793.8,311071.9,232310.8,230899.4,93035.7,92845.6,128637.5,129511.7,27731.6,27583.2,13835,22922.6
Jun-98,1251293.4,1253700.9,801313.3,803104.7,449980.1,450596.2,1105991.1,1107926.2,764185.5,765674,341805.6,342252.2,145302.4,145774.7,37127.8,37430.7,108174.6,108344,421018.9,422193.5,311739.3,311652.7,232111.3,233476.4,92921.5,92671.4,129216.7,129230.7,27727.1,27866.5,13913.3,22886.9
Jul-98,1251963.1,1252142.3,801370.3,801320.3,450592.8,450822,1106198.9,1106608.6,764021.2,764354.4,342177.7,342254.2,145764.2,145533.7,37349.1,36965.9,108415,108567.7,421787.3,423039.3,311828.7,310292.1,232185.4,230825.7,92835.9,93042.5,129761,129319.1,27662.5,27642.7,14056.8,22817.4
Aug-98,1252795.7,1248535.1,801892.4,797898.6,450903.3,450636.5,1106673.8,1104046.6,764234.4,761930.1,342439.5,342116.5,146121.9,144488.5,37658,35968.5,108463.9,108520,422340.2,412545.6,311758.7,314007.2,232657.1,233485.7,92786.2,93014.4,130147.7,131028.9,27550.8,27485.1,14194.2,22740.2
Sep-98,1253730.5,1251267.1,802661.1,801086,451069.5,450181.1,1107334.4,1105376.3,764635.3,762942.1,342699.1,342434.1,146396.1,145890.8,38025.7,38143.9,108370.4,107747,422705.1,420271.9,311385.8,312960.1,233535.9,229733,92820.6,94574.2,130260.7,129464.7,27410.1,27469.7,14274.5,22680.6
Oct-98,1254920.4,1257993.6,803613.8,806182.6,451306.6,451811.1,1108230.6,1111148.9,765200.7,768073,343029.9,343076,146689.8,146844.7,38413.1,38109.6,108276.7,108735.1,422950.3,425965.7,310990.2,309360.2,234572.7,233603.1,93005,92258,130113.4,132377.5,27275.3,27255,14305.4,22654.5
Nov-98,1256577.6,1258922.1,804941,807932.4,451636.6,450989.7,1109485.6,1111622.1,766154.3,768841.4,343331.4,342780.8,147092,147299.9,38786.7,39091,108305.3,108208.9,423154.4,421818.9,310937.8,311791.9,235537.3,237255.9,93355.1,93460.7,129821.2,130699.9,27155.2,27097.9,14294.3,22675.7
Dec-98,1258643.2,1259533.2,806645.4,805473.1,451997.9,454060.1,1111052.3,1111393.6,767549.6,765916.5,343502.8,345477.1,147590.9,148139.7,39095.8,39556.7,108495.1,108583,423533.5,426402.4,311394.5,308638.9,236234.4,236558.3,93822.2,94027.7,129485.9,129379.6,27046.7,27125,14265.5,22727.9
Jan-99,1261001.5,1255722.8,808713.1,804483.9,452288.4,451238.9,1112877.3,1108683.8,769376.7,765334.6,343500.6,343349.2,148124.1,147039,39336.4,39149.3,108787.7,107889.7,424267,421158,312251.9,311113.1,236554.3,238301.7,94334.5,93826.6,129219.8,128391.2,26962.1,26062.4,14263.8,22787
Feb-99,1263425.4,1262457.2,810985,809383.4,452440.4,453073.8,1114767,1113953,771429.9,770344,343337,343609,148658.5,148504.2,39555.1,39039.4,109103.4,109464.8,425218,424132,313210.5,314706.9,236550.3,235318,94722,95224.7,129154.1,128430.5,26908.4,26878.7,14285,22835.1
Mar-99,1265749.3,1270179.6,813233,817086.4,452516.3,453093.2,1116620.8,1120463.1,773460.7,777191,343160.1,343272.1,149128.5,149716.6,39772.3,39895.4,109356.2,109821.1,426366.4,426963.6,313990.2,317243.5,236563.8,236228.3,94865.1,95137.7,129328.6,130173.4,26918.2,27094.3,14305.5,22880.6
Apr-99,1267781.9,1270195.9,815173.2,818340.8,452608.7,451855.1,1118336.9,1120399.3,775242.3,778341.5,343094.6,342057.8,149445,149796.6,39930.9,39999.3,109514.1,109797.3,427617.8,429186.6,314331,314774.1,236821.8,236310.2,94740.2,95125.5,129671.8,131082.3,27004,26747.2,14318.7,22945.9
May-99,1269755.1,1268549.9,816818.4,814459.1,452936.7,454090.8,1120193.5,1118921.8,776851.7,774573.2,343341.8,344348.6,149561.6,149628.1,39966.8,39885.8,109594.8,109742.2,429010.4,430354.3,314354.7,311784.9,237439.5,237533.4,94444.8,94391.2,130171.9,129719.8,27150.8,27115.7,14328,23046.5
Jun-99,1271989,1261464.6,818242.6,809225.5,453746.4,452239.2,1122476,1111599.4,778386.9,768487.4,344089.1,343111.9,149513,149865.3,39855.7,40738,109657.3,109127.3,430501.7,425466.7,314350.2,310023.4,238373.6,237124.9,94154.7,94050.4,130754.5,131047.1,27336.3,26777,14335,23188.6
Jul-99,1275228.2,1273232.6,819905.9,818700.9,455322.3,454531.7,1125772.7,1124650.8,780301.4,778767.3,345471.3,345883.5,149455.5,148581.8,39604.5,39933.7,109851,108648.2,432375.1,429759.1,314590.4,314965.3,239344.2,240884,94050.4,93210.5,131355.9,129337.2,27532.8,27707,14354.7,23361.7
Aug-99,1280051.1,1285178.6,822330.8,826188.4,457720.2,458990.2,1130426,1134141.7,782978.5,787312.8,347447.5,346828.8,149625,151036.9,39352.3,38875.6,110272.7,112161.3,434780.8,435683.7,315396.9,316191.7,240151.6,241009.3,94229.8,94517.2,131955.1,131638.2,27720.3,27927.2,14384.8,23537.2
Sep-99,1286145.5,1283588.4,825423.5,825328.8,460722,458259.6,1135885.3,1133919.3,786123,786492,349762.3,347427.3,150260.2,149669.1,39300.5,38836.8,110959.7,110832.3,437649.2,435630.8,316546,315727,240668.6,239913.7,94645.9,94200.8,132537.7,132325.5,27885.7,27691.9,14393.8,23683.5
Oct-99,1292219.9,1297174.2,828382.5,832201.3,463837.4,464972.9,1140907.8,1146317.9,788845.6,792859.6,352062.2,353458.4,151312.1,150856.3,39536.9,39341.8,111775.2,111514.5,440455.8,443310.2,317673.6,317691.1,240973.5,240498.5,95145.2,95323.8,133086.3,134125,28014.6,27886.8,14371,23813.7
Nov-99,1296824.8,1297946.9,830288.3,828578.9,466536.4,469368.1,1144292.5,1143391.5,790271.5,788697.9,354021,354693.6,152532.3,154555.5,40016.8,39881,112515.5,114674.5,442695.8,441829.7,318393.1,317997.4,241092,242235.5,95602.4,96031.4,133551.2,133394.8,28104.9,28178.5,14325.7,23938.9
Dec-99,1299487.6,1304467.5,831003.8,834183.7,468483.8,470283.8,1145809.7,1150364.1,790360.6,793640.2,355449.1,356723.9,153677.9,154103.4,40643.3,40543.5,113034.6,113560,443991.8,446784.6,318591.8,321614.9,241156.4,239737.2,95881.6,96553.4,133924.5,133259.1,28170.9,28259.8,14270.5,24060.6
Jan-00,1300457.4,1320537,830811.9,843918.7,469645.5,476618.2,1145905,1164663.9,789564,801471.4,356341,363192.5,154552.3,155873.1,41247.9,42447.3,113304.4,113425.7,444550.8,457556.4,318400,320082.9,241376.8,246260.1,95988.6,95420.6,134186.9,134093.5,28213,28307.4,14216,24189.3
Feb-00,1300822.4,1296137.6,830318.5,827522.7,470503.9,468614.9,1145678.7,1140242,788622.3,785593.1,357056.4,354648.9,155143.7,155895.6,41696.2,41929.6,113447.4,113966,445002.2,442234.8,318033.3,316143,241928.4,241426.1,96011.6,95775.5,134321.1,134783.4,28235.4,27489.7,14195.6,24339.2
Mar-00,1301312.5,1298367.6,829900,827303,471412.5,471064.6,1145742.3,1144122.7,787926.8,785909.7,357815.5,358213,155570.3,154244.9,41973.2,41393.3,113597,112851.7,445915.5,445579.1,317885,314337.2,242775.6,239669.5,96093.8,96457.4,134356.1,134887.5,28224.5,28123.6,14227.9,24507
Apr-00,1302402,1293220,829740.2,822521,472661.7,470699,1146352.2,1138275.8,787595,780325.8,358757.2,357950.1,156049.8,154944.2,42145.2,42195.3,113904.6,112749,447410.4,440048.2,318318.7,315666,243851.6,242495.2,96335.5,94183,134318.7,133872.6,28180.2,28224.6,14286.2,24683.1
May-00,1304165.4,1308101.8,829853.1,833636.5,474312.3,474465.3,1147501.1,1151049.1,787578.6,791121.9,359922.5,359927.2,156664.3,157052.7,42274.5,42514.6,114389.8,114538.1,449287.6,446951,319328.7,319125.5,244974.3,245611.5,96766.2,95727.4,134213.8,133939.8,28093.3,28160.8,14354,24853.8
Jun-00,1306198.6,1331556.8,830054,847434.7,476144.6,484122.1,1148843.5,1175163.7,787638,806165.4,361205.6,368998.3,157355.1,156393.2,42416,41269.3,114939,115123.8,450826,455858.4,320706.6,327428.3,245734.8,246979,97281.3,97872.6,134019.5,134029,27970.1,29201.7,14395.2,24997.9
Jul-00,1307762.9,1335338,829986,844764.6,477776.9,490573.4,1149866.1,1176460,787437.9,801944.2,362428.2,374515.8,157896.8,158878.1,42548.1,42820.5,115348.6,116057.6,451240.7,452745.6,322100.1,329089.8,245796.7,252628.3,97714.3,97579.6,133827.1,135775,27828.3,27925.6,14380.5,25078.7
Aug-00,1308005.5,1319841.1,829206.3,835797.3,478799.2,484043.8,1149859.1,1161591.7,786582,793082,363277.1,368509.6,158146.5,158249.4,42624.3,42715.3,115522.1,115534.2,450013.2,450824.3,323126.2,324567,245191.3,245273.5,97909.3,98428.2,133678.9,133788.7,27696.3,27510.7,14298.3,25058.6
Sep-00,1306974.6,1321930.6,827856.7,834738.8,479117.9,487191.8,1148829.1,1162965.5,785237.5,792013.1,363591.6,370952.3,158145.5,158965.1,42619.2,42725.7,115526.3,116239.4,447563.6,458188.1,323663.6,320618.1,244051.8,244606.1,97837.2,98199.4,133587.2,133550.8,27620.9,27612.4,14167.9,24918.1
Oct-00,1305247.2,1308862,826193.8,828240.4,479053.4,480621.6,1147171.9,1153053.1,783630.2,787127.8,363541.7,365925.3,158075.3,155808.9,42563.6,41112.6,115511.7,114696.3,444688.4,445387.7,323833.6,321619.9,242757.8,242481.2,97485.2,99745.1,133578.5,133300.5,27646.9,27347.7,14008.1,24678.6
Nov-00,1303278.1,1300732.8,824237.5,822428.1,479040.6,478304.7,1145042.8,1143728.8,781728.6,779710.5,363314.2,364018.3,158235.3,157004,42508.9,42717.6,115726.4,114286.4,442099.5,439701.7,323745.3,325873.9,241706.3,239851.8,96895.6,95710,133621.7,133088,27779.2,28418.7,13862.3,24398.3
Dec-00,1301787.9,1296179.1,822281.4,819165.8,479506.5,477013.3,1142969.1,1138501.1,779739.6,777195,363229.5,361306.1,158818.8,157678,42541.8,41970.8,116277,115707.2,440428.4,436808.3,323684.3,323088.5,241250.7,241531.3,96233.1,94928.5,133678.4,134385.4,27986,27804.2,13813.5,24166.1
Jan-01,1301088,1303339.4,820546.8,824045.7,480541.2,479293.6,1141223.5,1139384.3,777801.1,778542.8,363422.4,360841.5,159864.5,163955.1,42745.7,45502.9,117118.8,118452.2,439774.9,440869.9,323718.5,323408.5,241402.1,242353.8,95649.2,97459.4,133676,133440.4,28210.6,28089.2,13887.9,24019.3
Feb-01,1301377.9,1303627,819409.6,821222.6,481968.3,482404.4,1139991.6,1142100.2,776195,778031.2,363796.7,364068.9,161386.2,161526.9,43214.6,43191.4,118171.6,118335.5,439810.1,442805.2,323809.1,323974.3,242005.5,240300.1,95196.4,95759.2,133604.9,134219.9,28387,28601.3,14073.8,23966.9
Mar-01,1302261.3,1299412.3,818907,816682.6,483354.3,482729.7,1138995.8,1139998.9,774927.9,773309.5,364067.9,366689.4,163265.5,159413.3,43979.1,43373.1,119286.4,116040.2,440175.7,438982.4,323869.3,323592.5,242730.3,242940.7,94925.8,94189.8,133508.1,133708.6,28450.5,28554.7,14320.3,23990.8
Apr-01,1303386.9,1301701.7,819096.6,817540.8,484290.4,484160.8,1138082,1135979.4,774138.1,772713.5,363943.9,363265.9,165305,165722.3,44958.5,44827.3,120346.5,120895,440615,439871.9,323875.6,323594.2,243234.7,243930.8,94816.2,94484.5,133435.4,132361.1,28377.4,28424.4,14574.8,24031.9
May-01,1303831.8,1309497,819460.2,823970.3,484371.6,485526.8,1136568.6,1142487.8,773442.3,777559.1,363126.2,364928.7,167263.2,167009.2,46017.9,46411.1,121245.3,120598.1,440834.5,441880.9,324008.2,325334.2,243291.3,245663.6,94807.5,95484.4,133417.3,133483.1,28203.1,28336.2,14775.8,24053.5
Jun-01,1303486.6,1300274,819850.6,816755.2,483636,483518.8,1134542.9,1131527.9,772852,770133.5,361690.9,361394.4,168943.8,168746,46998.6,46621.6,121945.2,122124.4,440727.1,439551.5,324259.3,323697.7,242907.8,242308.9,94872.3,94718.4,133490,133545.4,27998.9,27986,14885.4,24044.6
Jul-01,1302924,1304867.1,820445.6,821761.9,482478.4,483105.2,1132739.1,1132227.6,772700.6,773174.8,360038.5,359052.8,170184.9,172639.5,47745,48587.1,122439.9,124052.4,440601.6,442105.3,324542.7,323464.4,242302.6,242778.9,94969.2,94937.4,133667.1,134309.3,27822.1,27644.2,14914.3,24024.1
Aug-01,1302688.4,1300595.4,821274.9,820546.5,481413.5,480048.9,1131766.6,1129616.3,773112.5,772042.1,358654.1,357574.2,170921.8,170979,48162.4,48504.4,122759.4,122474.7,440525.3,440532,324794.3,324449.5,241817.6,240743.2,95076.4,95294.6,133879,133751.4,27723.1,27333.1,14885.5,24022.6
Sep-01,1302986.3,1304996.5,822255.5,823901.8,480730.8,481094.7,1131769.3,1134254.5,773989.1,776275.3,357780.2,357979.2,171217,170742,48266.4,47626.5,122950.6,123115.5,440398,441370.9,324782.4,325898.1,241821,241789.8,95155.2,95031.1,134030,133472,27680.6,28499.5,14850.9,24043.3
Oct-01,1304070.4,1301076.8,823479.2,820610.3,480591.1,480466.5,1132747,1129725.6,775280.8,771889.6,357466.2,357836,171323.3,171351.2,48198.4,48720.8,123124.9,122630.4,440530,437275,324485.3,326296.6,242561.6,241651,95228.7,94869.9,134090.4,134031.8,27665,28045.8,14847.8,24091.1
Nov-01,1305909.3,1306820.6,824999.1,826004.8,480910.2,480815.9,1134392.7,1135812,776870.2,778098.3,357522.5,357713.6,171516.6,171008.7,48128.9,47906.5,123387.7,123102.2,441108.9,441712.5,324112.7,322666.5,243903.1,243371.7,95365.3,97044.4,134121.9,135439.8,27642.5,27642.7,14872.4,24159.4
Dec-01,1308393.5,1311637.2,826856.2,830480.6,481537.2,481156.5,1136546,1139899.4,778732.4,782907.2,357813.6,356992.2,171847.4,171737.7,48123.8,47573.4,123723.7,124164.3,442025.5,444409.8,323848.7,324758.5,245496.9,246062.7,95552.8,95232.4,134164.5,134446,27582.1,27528.4,14896.1,24243.4
Jan-02,1311048.3,1296482.2,828854.1,818460.3,482194.3,478021.9,1138687,1124485.3,780656.4,770454.4,358030.7,354030.9,172361.3,171996.9,48197.7,48006,124163.6,123991,443080.9,439799.6,323885.1,320194.6,247010.3,242556.5,95740.4,95679.2,134225.1,132323.6,27497.2,27422.5,14916.2,24345.6
Feb-02,1313556.7,1317681.3,830831.8,830225.9,482725,487455.4,1140604.9,1143985.5,782516.1,781234.2,358088.8,362751.3,172951.8,173695.8,48315.6,48991.7,124636.2,124704.2,444060.4,444900.9,324287.6,323040,248181.8,253724.1,95895.3,95606.4,134303.9,133681.1,27410.2,27234.4,14933.6,24443.5
Mar-02,1315378.9,1328999.2,832304.8,840127.7,483074.1,488871.5,1141849.7,1153707.7,783863.7,790149.8,357986,363557.9,173529.2,175291.5,48441.1,49977.8,125088.1,125313.6,444774.5,448770.4,324834.5,327218.6,248964.3,253346.3,96017,96681.9,134378.8,135521.3,27362.3,27931.8,14946.8,24517.6
Apr-02,1316623.3,1315565.5,833214.5,833659.7,483408.9,481905.8,1142425,1141184.4,784582.4,784928.8,357842.6,356255.6,174198.3,174381,48632.1,48730.9,125566.3,125650.2,445287.8,438773.6,325231.1,328201.1,249516.9,249134.6,96147.7,96257.3,134524.2,137126.6,27366.3,26777.2,14975.6,24579.3
May-02,1317471.6,1321898.1,833496.1,837569.4,483975.5,484328.7,1142450.2,1148496,784569.6,789463,357880.5,359033,175021.5,173402.1,48926.5,48106.4,126095,125295.6,445694.6,450201.2,325277,324723.9,250070.1,249501.6,96311.3,95974.6,134734.5,134304.6,27397.6,27347.1,15024.2,24623.2
Jun-02,1318666.9,1314925.7,833623.7,830698.7,485043.2,484227,1142570,1137850.9,784284.4,781381.8,358285.5,356469.1,176096.9,177074.8,49339.3,49316.9,126757.7,127757.9,446236.4,438567.6,325114.2,326171.4,250870.6,251170.6,96488.9,96081.6,134943.3,135358.3,27443.1,27706.1,15103.5,24653.9
Jul-02,1320689,1318216,833985.9,832461.8,486703.1,485754.1,1143268,1142359.1,784094.6,782881.5,359173.4,359477.6,177421,175856.9,49891.3,49580.4,127529.7,126276.5,446833,446135.9,325194.1,323570.3,251991.6,250565.3,96637.7,96619.9,135095.4,134662.3,27521.3,27222.9,15191.2,24723.2
Aug-02,1324000.8,1328875.1,834928.2,833922.6,489072.6,494952.5,1145070.2,1149430.9,784409.4,782848.2,360660.7,366582.6,178930.6,179444.2,50518.7,51074.4,128411.9,128369.8,447431.5,448267,325766.3,324495.9,253359.3,254600.1,96821.1,97696.7,135256.8,135381,27651.8,28049.9,15262.6,24839.8
Sep-02,1328636.8,1331070.2,836595.1,838072,492041.7,492998.2,1148227.4,1150054.7,785546.7,786836.7,362680.7,363218,180409.4,181015.5,51048.4,51235.4,129361,129780.2,448066.1,448245.2,326940.8,327151,254746.8,254006.8,97107.9,97265.9,135563.1,136601.3,27831.3,27592,15296.1,24994.9
Oct-02,1334034.5,1325603,838841.7,835798.9,495192.7,489804.2,1152365.5,1144632.4,787463.8,784719.5,364901.7,359912.9,181669,180970.7,51378,51079.4,130291,129891.3,448596.4,447911.4,328470.6,322708,255929.5,256416.7,97565.1,95901.7,136047.2,134960.8,28025.4,27913.5,15280.8,25144.8
Nov-02,1339258.7,1342699.2,841091.2,845439,498167.5,497260.2,1156600.1,1158886,789560.1,793330.2,367039.9,365555.8,182658.6,183813.2,51531.1,52108.9,131127.5,131704.3,449072.9,450309.3,329984.5,331510.5,256706,257114,98173,97643.4,136680.7,136237.8,28183.5,28288.6,15241.2,25233.1
Dec-02,1343509.7,1342235.2,842754.2,841700.7,500755.5,500534.6,1160091.6,1159633.8,791169,790185.1,368922.5,369448.7,183418.2,182601.5,51585.2,51515.6,131833,131085.9,449459.4,447383.7,331217.5,332278.3,257053.8,257433.8,98920,98665.6,137413.7,137170,28298,28558.9,15193.6,25239.8
Jan-03,1346233.9,1349406.2,843608.7,843179,502625.2,506227.2,1162230,1164458.1,791981,791940.2,370249,372517.8,184003.9,184948.1,51627.7,51238.8,132376.2,133709.4,449458.5,449651.8,332041.8,330285.6,257077.8,261522.2,99697.9,100520,138176.6,139003.1,28364,28518.2,15145,25163.1
Feb-03,1347714.9,1347746.7,843984.4,845137.7,503730.5,502609,1163293.9,1164785.6,792295.1,794181.1,370998.9,370604.5,184421,182961.1,51689.4,50956.6,132731.6,132004.5,448993.4,450657.3,332494.3,332591,257002.7,255943.3,100392.8,100622.8,138885.3,139520.5,28414.1,28222.3,15091.4,25027.7
Mar-03,1348197,1347864.9,844091.7,845388.4,504105.3,502476.5,1163523.8,1162205,792357,792842.3,371166.7,369362.7,184673.3,185660,51734.6,52546.2,132938.6,133113.8,448256.8,449771.5,332721.4,333246.3,256970.4,257065,100863.8,100966.8,139484.4,138846.2,28490,28274.8,15036.8,24857.8
Apr-03,1347890.9,1346400.8,844090,840458.8,503800.9,505942,1163255.9,1161454,792413.2,788579.6,370842.8,372874.4,184634.9,184946.8,51676.8,51879.2,132958.1,133067.6,447384.8,447444.7,332761.6,332899.3,257052.9,256757.1,101003.7,100551.5,139874.4,139773.2,28623.1,28532.7,14956.9,24688.1
May-03,1347131.8,1341708.5,844138.3,838896.8,502993.5,502811.7,1162766.7,1157135.1,792603.9,787346.4,370162.8,369788.7,184365.1,184573.4,51534.4,51550.4,132830.7,133023,446642.9,442613.4,332575.1,331943.8,257368.1,257633.5,100840,101315.6,140070.9,139676.8,28838.3,28976.9,14848,24552.4
Jun-03,1346515.2,1347097.1,844477.9,846341.3,502037.3,500755.8,1162506.9,1163163.2,793166.6,795022.2,369340.3,368141,184008.3,183933.9,51311.3,51319.1,132697,132614.8,446395.7,446956.8,332118.5,332811.2,257935.6,258364.1,100494.4,100222.5,140174.1,141192,29088.6,28424.6,14713.1,24465.7
Jul-03,1346514.5,1348673.2,845230.6,845637,501283.9,503036.2,1162807.9,1164885.8,794161.7,794567.6,368646.2,370318.2,183706.5,183787.4,51068.9,51069.4,132637.6,132718,446765.6,447602.8,331424.9,332173.2,258796,258975.3,100147.9,101538.6,140254.1,140216.1,29321.8,29426.7,14576.2,24428.4
Aug-03,1347483.4,1344111.3,846514.7,844487.7,500968.8,499623.5,1163890.4,1161792.5,795591.2,794156.5,368299.2,367636,183593.1,182318.7,50923.4,50331.2,132669.6,131987.6,447682.3,448833.2,330654.4,329957.7,259967,258038.4,99937.6,99002.4,140354.9,139934.3,29492.2,29347.5,14478.5,24451.4
Sep-03,1349235.1,1346022.1,848199.8,846714.2,501035.3,499307.9,1165566.2,1162875.3,797251.6,795792.5,368314.7,367082.8,183668.9,183146.8,50948.2,50921.7,132720.7,132225.1,448802.7,446126.4,330129.5,330168.8,261382.1,262118.1,99866.5,99097.6,140440,139662.3,29578.9,29906.4,14442.9,24541.8
